overall,reviewText,summary
5,"I was looking for a comfortable pair of sandals that offered some kind of toe protection. A friend had a pair of the Keen Newports and liked them.

They are comfortable and versatile. You can snug up the elastic speed laces ore leave them loose. The sandals stay on either way. Add a pair of socks and they'll look like shoes for the times when sandals are too casual.",save my toes
5,They were as expected.  Would like a similar sock of denser cotton.,Would like a similar sock of denser cotton
5,"Awesome that. Now I have gray,  blue,  and black.  The blue goes great with jeans(check out URBANCREWS).",PERFECT
5,Just perfect and very prompt shipping,Excellent Item
5,"I hike all year long. I hike up a mountain I call the goat trail, lots of ice all winter long and I wouldn't leave home without them.!",I hike all year long. I hike up a ...
5,"For the price and for the reason it was needed, I would buy again!",Five Stars
5,Im using these shoes for garden and yard work and so far I love them. Easy cleanup is what I need and I do not think these will disappoint!,Love these shoes
5,These are wonderful socks at a very reasonable price. They are exactly as described.  I am thrilled to have found them.,Great socks
5,"Good quality, very nice long-sleeved T shirt.  My husband loves them and I will be ordering more colors.",Five Stars
5,Great fit as long as you are in fact looking for slimmer fitting jeans.  Love the color and classic Levi's styling.  Costed about half as much as the typical Lucky brand jeans I would buy.,Perfect!
5,Fits perfectly and got package quicker than expected,Five Stars
5,"Perfect exactly what I was looking for, durable, large, and very comfortable to use.",Five Stars
5,"Great product, as advertised.  Be forwarned, they develop an odd squeak.  It sounds a little like the shank is broken but then it goes away for a few days.  Not sure what it is, but it doesn't affect the performance of the boot, just a little noisy occasionally.","Great sturdy boot, as advertised."
5,"I bought these shoes for my husband for Christmas.  He really likes them, feels very comfortable wearing them at work (he's a nurse), as well as using them to run.  The size, fit, and width were as expected.  He says they feel just as comfy as the high end, very expensive, running shoes.  Can't beat that!",feels very comfortable wearing them at work (he's a nurse)
5,"Was having trouble finding these sweatpants in my area as a gift. Now I know where to get them all the time, they were perfect.",Great find!
5,"Pictures don't make justice!!! The blue tone of the face is awesome, the case is polished (something you can't see on video or pictures) I totally love my watch!!!, i forgot to mention that i am right handed and i choose lefty because i get ""marked"" in my hand by the buttons of the ""righties"" i wear it on my left hand, is exactly what i was looking for!!!!!!",Eye catching watch!!!
5,"Love my Danskin leggings, they fit perfect n they are very comfortable.",Five Stars
5,"Product is exactly what I needed. Packed well, site easy to use and Amazon is a great place to shop.",Excellent Product
5,"great looking style, comfortable, fit as expected.",great looking
5,Bought these Overshoes as a gift for my dad.  He loves them! I believe he wears size 12 or 12.5 and the 2XL fits him perfectly.,Exactly What He Needed
5,"When I used the size chart, I ordered accordingly and they fit as expected.",Five Stars
5,"Qaulity is very good rugged.value for your money
Same jeans here in Qatar or India is very very expensive.im very happy",jeans
5,Order a larger size for comfort. Fits tight leaving no room for socks.,Perfect running shoes
5,I have knee trouble and this crepe sole really helps my knees ... They look good with just about anything you wear and they are extremely comfortable.  They are also hard wearing and even when slightly warn they still look good ..,My favorite shoes
5,this is the best boot I've had,Five Stars
5,"Needed some warmer slippers for the winters in the North Mountains. These are great, warm and fit perfectly. Great product.",Great slippers
5,They are great swim shoes!,Five Stars
5,These were a gift for my son.  He wears boots everyday and these were a hit from the start.  He couldn't stop talking about how well they fit and how comfortable they were.  I scored one this time.,Fantastic Boots
5,"i absolutely lobe this bra and will order more,in other colors",Five Stars
5,I purchased my elderly mother these house shoes.  She needed something sleek and not bulky -- to reduce the chances of her falling.  These are perfect.  Excellent customer service fro the vendor as well.,Great for Mama
5,These shirts are great quality at a great price.  They fit me great.  Delivered quickly.  I am very pleased so I'll buy more.,"Great Quality, Great Price"
5,This is the best wallet I've ever owned.  With the two snaps the wallet can expand as needed and then go right back to a slim profile after I've removed a stash of receipts.  The only thing I wish is that it were available in more colors!!,Love this wallet!!!
5,Husband loves these shoes.  He normally wears boots but these are so much easier to get on and off.  He says they are very comfortable,Husband loves these shoes. He normally wears boots but ...
5,"I love the rugged look the shoes have once you break into them! Overall, they are great shoes and very durable.",I love the rugged look the shoes have once you break ...
5,"I was never a sneaker person & never will be. I wore Chuck Taylors for gym class back in high school & didn't care that high tops were considered 'butch' on a girl back then. But I've never liked footwear with laces. I wore these slip-on Keds when I was learning to sail & after that, they were my staple casual footwear. Keds are good to go anytime of the year when it isn't snowing or raining hard. And I still love them today.","An Old-School Fave, Still Fits & Feels Great!"
